Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Total_Expenses,Children,Age,Relationship Status,TotalAcceptedCmp,NumTotalPurchases,Customer_Day
Undergraduate,77972.0,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,1101,0,67,Couple,0,19,263
PhD,44377.0,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,264,2,53,Couple,0,11,940
Master,46014.0,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,541,2,47,Couple,0,16,684
Undergraduate,70951.0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,1198,0,36,Couple,0,16,610
Undergraduate,41443.0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,482,1,44,Couple,0,14,336
Master,52195.0,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,17,3,43,Single,0,3,1
Master,83790.0,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,1615,0,73,Couple,2,24,386
Master,44551.0,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,285,1,67,Single,0,10,462
Undergraduate,69508.0,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,1135,1,41,Couple,0,26,752
Master,45204.0,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,114,1,33,Couple,0,6,32
Undergraduate,72460.0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,1047,0,52,Couple,0,15,387
PhD,77622.0,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,714,2,51,Couple,0,20,236
PhD,30732.0,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,185,1,41,Couple,0,9,584
Undergraduate,63887.0,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,1245,1,59,Single,0,27,849
Undergraduate,42011.0,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,189,1,43,Couple,0,8,620
Undergraduate,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,576,1,45,Couple,0,14,772
Undergraduate,51537.0,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,1103,1,69,Single,0,15,815
PhD,79930.0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,1753,0,49,Couple,0,16,850
PhD,34320.0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,17,1,35,Couple,0,3,293
Undergraduate,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,433,2,55,Single,1,14,626
Master,81975.0,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,1588,1,59,Single,1,13,584
Undergraduate,38590.0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,22,1,50,Couple,0,3,570
Undergraduate,15033.0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,19,0,70,Single,0,4,234
PhD,62745.0,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,1117,1,56,Couple,0,26,623
Master,22212.0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,69,1,46,Couple,0,6,450
Master,23661.0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,23,1,39,Couple,0,4,603
PhD,79761.0,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,605,1,63,Single,0,18,605
Undergraduate,7500.0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,57,1,48,Single,0,7,345
Undergraduate,73455.0,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,2088,0,53,Single,1,21,404
Undergraduate,64961.0,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,1009,1,63,Couple,0,14,713
Undergraduate,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,26,1,50,Single,0,4,493
Undergraduate,73687.0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,1627,0,31,Couple,2,21,373
Undergraduate,61074.0,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,1102,1,63,Couple,0,24,841
PhD,31686.0,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,17,2,57,Couple,0,4,214
Undergraduate,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,1690,1,49,Couple,4,14,565
Undergraduate,75027.0,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,1390,1,68,Couple,0,19,461
PhD,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,2126,0,33,Couple,0,19,827
Master,65176.0,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,1531,1,52,Couple,0,21,768
Master,31160.0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,64,1,46,Single,0,5,446
Undergraduate,29938.0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,26,1,36,Single,0,4,405
Undergraduate,102692.0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,1112,0,47,Single,5,28,581
Master,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,210,0,63,Couple,0,9,805
Undergraduate,75702.0,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,1148,2,54,Couple,0,21,829
PhD,30899.0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,33,1,47,Single,0,4,784
PhD,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,1101,1,60,Couple,1,16,781
Undergraduate,45989.0,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,322,1,57,Single,0,12,775
Undergraduate,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,44,2,57,Single,0,6,609
PhD,40737.0,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,17,3,64,Single,0,3,481
Undergraduate,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,31,1,42,Single,2,4,787
PhD,69674.0,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,845,2,53,Single,0,22,563
Master,44159.0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,275,1,51,Couple,0,11,172
PhD,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,25,1,43,Couple,0,3,743
Master,43776.0,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,275,2,69,Couple,1,11,644
Master,38179.0,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,90,2,55,Couple,0,7,632
Undergraduate,80124.0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,1495,0,58,Couple,1,18,163
PhD,38097.0,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,184,2,51,Couple,2,7,782
Undergraduate,72940.0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,981,0,51,Couple,0,12,535
Undergraduate,22070.0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,67,1,51,Couple,0,6,605
Undergraduate,69267.0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,1635,0,68,Single,1,12,805
Master,31788.0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,60,1,38,Single,0,7,261
PhD,61905.0,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,231,1,46,Couple,0,10,248
Undergraduate,29315.0,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,48,2,61,Couple,0,6,185
Undergraduate,33378.0,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,99,2,58,Single,0,6,552
PhD,66313.0,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,770,1,58,Couple,0,21,446
Undergraduate,60714.0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,957,0,65,Single,1,21,688
Master,77882.0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,818,0,40,Couple,0,11,220
PhD,69867.0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,925,0,35,Single,2,16,670
Master,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,908,1,53,Single,0,21,594
Highschool,24480.0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,102,1,40,Couple,0,7,399
Undergraduate,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,576,1,45,Couple,0,14,772
Undergraduate,37760.0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,317,0,75,Couple,0,11,827
PhD,65640.0,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,461,1,47,Couple,0,14,337
Master,44319.0,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,37,2,46,Couple,0,5,233
Undergraduate,30631.0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,70,1,47,Couple,0,6,364
Undergraduate,75278.0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,930,0,69,Couple,0,22,676
Master,50898.0,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,859,2,65,Couple,0,20,492
Undergraduate,79946.0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,1478,0,55,Single,0,21,1
Master,35416.0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,390,0,72,Single,0,13,541
Master,32414.0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,52,0,37,Couple,1,4,608
Undergraduate,38361.0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,137,1,52,Couple,0,7,344
Undergraduate,82497.0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,1919,0,41,Couple,1,18,766
Undergraduate,16626.0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,68,2,50,Couple,0,6,325
Undergraduate,29672.0,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,25,2,56,Couple,0,3,368
Master,55951.0,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,1374,1,69,Couple,2,20,835
Master,35388.0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,32,1,33,Single,0,4,521
Master,42386.0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,100,1,35,Couple,0,6,692
Undergraduate,68627.0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,825,0,39,Single,0,11,370
PhD,57912.0,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,916,1,56,Single,1,23,264
Undergraduate,35246.0,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,62,2,63,Single,0,7,234
Master,58821.0,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,728,1,65,Couple,0,20,361
PhD,46377.0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,90,1,43,Couple,0,6,337
Undergraduate,39747.0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,273,1,33,Single,0,10,237
Undergraduate,23976.0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,66,1,37,Couple,0,7,344
Master,80950.0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,1213,0,60,Couple,1,22,618
Undergraduate,27038.0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,107,0,55,Single,1,6,809
Undergraduate,77457.0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,1157,0,74,Single,1,17,217
Master,64100.0,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,546,1,57,Couple,1,17,423
Master,42670.0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,241,0,29,Couple,0,10,588
Undergraduate,12571.0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,53,1,45,Single,0,7,322
Undergraduate,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,37,3,54,Couple,0,5,404
Undergraduate,52247.25135379061,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,0,1611,0,32,Couple,2,23,640
Master,70893.0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,1508,0,45,Single,0,22,552
Undergraduate,54198.0,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,235,2,55,Couple,0,10,354
Master,28839.0,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,32,2,65,Couple,0,5,33
Undergraduate,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,102,2,49,Couple,0,6,495
Undergraduate,66503.0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,401,1,36,Single,0,13,844
Undergraduate,30833.0,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,28,2,70,Couple,0,4,508
Undergraduate,52247.25135379061,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,0,1052,3,51,Single,2,15,470
Undergraduate,64795.0,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,680,1,50,Couple,0,18,688
Undergraduate,34421.0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,30,1,47,Couple,0,3,698
PhD,47025.0,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,20,2,56,Single,0,3,95
PhD,64325.0,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,1307,1,60,Single,0,18,522
Undergraduate,40464.0,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,630,1,68,Single,0,18,400
Undergraduate,62187.0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,1283,0,64,Couple,0,17,578
PhD,14849.0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,65,1,45,Single,0,6,667
Undergraduate,27255.0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,37,1,37,Couple,0,4,513
PhD,54432.0,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,38,3,71,Couple,0,4,457
PhD,29999.0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,160,1,35,Single,0,8,661
Undergraduate,24072.0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,23,1,38,Single,0,3,599
PhD,33996.0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,71,0,32,Single,0,5,392
PhD,66334.0,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,1161,1,65,Couple,1,17,642
Master,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,59,1,50,Couple,2,4,431
Undergraduate,22010.0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,33,1,38,Couple,0,5,524
Undergraduate,62204.0,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,946,2,61,Single,0,21,727
Undergraduate,75693.0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,1442,0,53,Single,4,21,907
Undergraduate,30675.0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,62,1,49,Couple,0,4,725
Undergraduate,83003.0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,1674,0,56,Couple,2,21,643
Undergraduate,68655.0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,1538,0,33,Single,0,20,789
Undergraduate,41411.0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,139,0,35,Single,0,7,512
PhD,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,1182,1,52,Couple,2,17,743
PhD,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,507,1,71,Couple,0,16,541
Highschool,27190.0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,18,1,48,Couple,2,3,478
Undergraduate,82623.0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,940,0,69,Single,0,15,421
Undergraduate,44300.0,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,42,2,56,Couple,0,4,531
Undergraduate,84835.0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,1190,0,51,Single,1,14,173
Undergraduate,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,44,2,50,Single,0,5,711
Master,33181.0,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,16,1,45,Couple,1,3,280
Undergraduate,71113.0,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,835,1,64,Couple,0,22,354
Undergraduate,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,1443,1,35,Couple,2,20,431
PhD,69759.0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,1029,0,55,Single,1,15,404
Undergraduate,72099.0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,1188,0,47,Couple,0,17,770
PhD,60000.0,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,1277,1,45,Single,0,19,714
Undergraduate,38643.0,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,49,2,43,Single,0,5,372
Undergraduate,50737.0,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,99,1,66,Couple,1,6,396
PhD,68462.0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,1670,0,52,Couple,0,14,724
Master,65073.0,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,900,0,78,Couple,0,13,473
PhD,46681.0,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,425,2,73,Couple,0,14,483
Undergraduate,78618.0,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,2153,0,64,Couple,1,21,799
PhD,62187.0,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,636,1,52,Single,0,18,259
Undergraduate,28442.0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,57,2,43,Couple,0,7,285
PhD,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,25,1,43,Couple,0,3,743
Undergraduate,51479.0,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,494,2,54,Couple,0,15,708
Undergraduate,54803.0,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,693,1,52,Single,0,17,837
Undergraduate,79530.0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,1348,0,61,Couple,0,25,568
Undergraduate,31615.0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,51,1,45,Single,0,5,630
Undergraduate,72025.0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,1932,0,59,Couple,0,15,749
PhD,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,990,1,46,Single,0,14,1059
Master,35684.0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,30,1,37,Couple,0,4,228
Undergraduate,48178.0,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,254,2,46,Couple,0,10,769
Master,29548.0,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,29,1,51,Single,1,4,464
Undergraduate,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,1371,1,55,Single,1,19,755
PhD,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,73,2,49,Single,1,6,532
Master,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,120,2,46,Single,0,7,840
Undergraduate,22585.0,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,81,0,51,Single,2,4,628
Undergraduate,30279.0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,37,1,32,Single,0,4,706
PhD,66426.0,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,1377,1,60,Couple,0,18,664
Undergraduate,30822.0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,51,1,52,Single,0,4,540
PhD,33581.0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,17,2,52,Couple,0,3,492
Undergraduate,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,22,1,36,Couple,0,3,387
Undergraduate,27421.0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,324,0,67,Single,0,11,724
Master,35688.0,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,211,3,48,Couple,0,9,836
Master,36143.0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,19,1,40,Single,0,3,251
Undergraduate,10245.0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,41,1,50,Single,0,5,570
Master,43795.0,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,1,492,1,53,Couple,2,14,416
Undergraduate,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,1005,1,61,Couple,0,22,940
Undergraduate,38823.0,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,114,1,72,Couple,0,6,828
PhD,83664.0,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,1173,2,53,Single,0,16,488
Undergraduate,90300.0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,1738,0,42,Couple,1,19,280
Master,62499.0,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0,222,1,42,Couple,0,10,450
Undergraduate,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,1127,0,28,Single,0,15,245
PhD,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,209,0,75,Couple,0,9,597
Master,70777.0,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,787,1,53,Couple,0,20,284
PhD,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,1598,0,30,Couple,0,23,544
Undergraduate,43824.0,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,186,2,50,Couple,0,8,812
Undergraduate,15345.0,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,1,47,1,37,Couple,1,4,827
Undergraduate,23442.0,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0,27,1,34,Single,0,4,712
Master,14515.0,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,1,96,1,41,Couple,1,7,816
Master,31395.0,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,64,2,65,Single,0,6,623
Undergraduate,75276.0,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0,1040,0,56,Couple,0,22,800
Undergraduate,42373.0,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,163,2,47,Single,0,8,478
Undergraduate,30507.0,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,343,0,61,Couple,0,10,398
PhD,55521.0,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,1,446,3,66,Single,2,15,410
Undergraduate,48006.0,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,41,2,56,Couple,0,4,91
PhD,27213.0,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,1,70,1,49,Single,1,6,828
PhD,65808.0,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0,272,2,50,Single,0,11,190
PhD,30351.0,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,46,1,47,Couple,0,5,548
Undergraduate,50437.0,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,490,2,58,Couple,0,16,780
Master,23616.0,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,1,79,1,39,Single,1,6,749
Undergraduate,53858.0,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,915,1,45,Couple,0,13,816
PhD,66465.0,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0,1485,1,66,Couple,1,32,616
Undergraduate,46923.0,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0,369,1,34,Single,0,13,836
Undergraduate,75072.0,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,1073,1,59,Couple,0,17,682
PhD,75865.0,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0,1242,0,78,Couple,0,18,250
Master,19789.0,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,78,1,46,Couple,1,6,381
Undergraduate,80134.0,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,1378,0,27,Couple,4,20,295
Undergraduate,91065.0,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,1,1474,0,40,Single,3,25,652
Master,49505.0,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0,751,2,50,Couple,0,20,582
PhD,37401.0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,48,1,48,Couple,0,5,184
Undergraduate,30096.0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,45,1,38,Couple,0,5,198
Master,18492.0,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,10,1,39,Couple,0,3,214
Master,82584.0,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,1,1435,0,47,Couple,3,15,609
PhD,93027.0,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0,2119,0,80,Couple,1,22,602
Undergraduate,48686.0,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,20,3,68,Couple,0,3,603
Undergraduate,92910.0,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0,1795,0,35,Couple,3,26,226
